Store_ID,Product_ID,Stock_On_Hand,Product_Cost,Product_Price,Inventory_Cost_Value,Inventory_Retail_Value,Potential_Profit,Total Units Sold,Average Daily Sales,Stock Coverage Days,Stock Risk,Business_Action
16,149,27,6.95,12.63,187.65,341.01,153.36,56,0.153424658,175.9821429,Healthy,MAINTAIN
16,48,28,7.66,13.65,214.48,382.2,167.72,40,0.109589041,255.5,Healthy,MAINTAIN
16,4,32,7.93,16.54,253.76,529.28,275.52,71,0.194520548,164.5070423,Healthy,MAINTAIN
16,7,31,6.97,10.49,216.07,325.19,109.12,50,0.136986301,226.3,Healthy,MAINTAIN
16,42,22,19.03,33.33,418.66,733.26,314.6,27,0.073972603,297.4074074,Healthy,MAINTAIN
16,22,31,4.61,8.26,142.91,256.06,113.15,41,0.112328767,275.9756098,Healthy,MAINTAIN
16,114,20,13.37,28.6,267.4,572,304.6,30,0.082191781,243.3333333,Healthy,MAINTAIN
16,130,2,75.11,142.89,150.22,285.78,135.56,19,0.052054795,38.42105263,Healthy,MAINTAIN
16,151,42,4.51,9.75,189.42,409.5,220.08,36,0.098630137,425.8333333,Healthy,MAINTAIN
16,90,21,13.87,22.84,291.27,479.64,188.37,43,0.117808219,178.255814,Healthy,MAINTAIN
16,134,21,7.92,10.93,166.32,229.53,63.21,50,0.136986301,153.3,Healthy,MAINTAIN
16,60,26,10.42,18.59,270.92,483.34,212.42,53,0.145205479,179.0566038,Healthy,MAINTAIN
16,166,17,11.64,22.07,197.88,375.19,177.31,32,0.087671233,193.90625,Healthy,MAINTAIN
16,56,23,15.38,32.48,353.74,747.04,393.3,57,0.156164384,147.2807018,Healthy,MAINTAIN
16,77,25,5.23,7.24,130.75,181,50.25,40,0.109589041,228.125,Healthy,MAINTAIN
16,31,26,10.79,15.25,280.54,396.5,115.96,34,0.093150685,279.1176471,Healthy,MAINTAIN
16,74,28,13.65,26.88,382.2,752.64,370.44,37,0.101369863,276.2162162,Healthy,MAINTAIN
16,145,35,5.84,8.01,204.4,280.35,75.95,33,0.090410959,387.1212121,Healthy,MAINTAIN
16,34,22,12.63,25.8,277.86,567.6,289.74,29,0.079452055,276.8965517,Healthy,MAINTAIN
16,86,32,4.59,8.36,146.88,267.52,120.64,59,0.161643836,197.9661017,Healthy,MAINTAIN
16,80,24,9.37,14.04,224.88,336.96,112.08,37,0.101369863,236.7567568,Healthy,MAINTAIN
16,104,32,5.96,9.28,190.72,296.96,106.24,38,0.104109589,307.3684211,Healthy,MAINTAIN
16,112,23,11.77,25.43,270.71,584.89,314.18,31,0.084931507,270.8064516,Healthy,MAINTAIN
16,47,21,9.47,15.31,198.87,321.51,122.64,48,0.131506849,159.6875,Healthy,MAINTAIN
16,115,30,11.71,25.4,351.3,762,410.7,21,0.057534247,521.4285714,Healthy,MAINTAIN
16,110,34,5.63,7.72,191.42,262.48,71.06,44,0.120547945,282.0454545,Healthy,MAINTAIN
16,53,24,14.93,30.35,358.32,728.4,370.08,39,0.106849315,224.6153846,Healthy,MAINTAIN
16,144,25,10,15.8,250,395,145,31,0.084931507,294.3548387,Healthy,MAINTAIN
16,100,20,13.91,27.6,278.2,552,273.8,36,0.098630137,202.7777778,Healthy,MAINTAIN
16,119,29,10.15,21.78,294.35,631.62,337.27,32,0.087671233,330.78125,Healthy,MAINTAIN
16,96,38,6.09,9.05,231.42,343.9,112.48,47,0.128767123,295.106383,Healthy,MAINTAIN
16,108,13,20.07,35.5,260.91,461.5,200.59,37,0.101369863,128.2432432,Healthy,MAINTAIN
16,137,30,6.96,10.15,208.8,304.5,95.7,47,0.128767123,232.9787234,Healthy,MAINTAIN
16,147,23,11.91,20.22,273.93,465.06,191.13,44,0.120547945,190.7954545,Healthy,MAINTAIN
16,19,27,8.96,12.36,241.92,333.72,91.8,62,0.169863014,158.9516129,Healthy,MAINTAIN
16,58,39,7.54,12.92,294.06,503.88,209.82,59,0.161643836,241.2711864,Healthy,MAINTAIN
16,125,13,16.37,27.1,212.81,352.3,139.49,34,0.093150685,139.5588235,Healthy,MAINTAIN
16,79,25,3.85,7.31,96.25,182.75,86.5,38,0.104109589,240.1315789,Healthy,MAINTAIN
16,117,28,5.66,11.74,158.48,328.72,170.24,53,0.145205479,192.8301887,Healthy,MAINTAIN
16,140,26,13.12,18.66,341.12,485.16,144.04,43,0.117808219,220.6976744,Healthy,MAINTAIN
16,179,23,5.72,11.37,131.56,261.51,129.95,40,0.109589041,209.875,Healthy,MAINTAIN
16,17,29,6.49,12.54,188.21,363.66,175.45,46,0.126027397,230.1086957,Healthy,MAINTAIN
16,1,25,11.86,23.39,296.5,584.75,288.25,41,0.112328767,222.5609756,Healthy,MAINTAIN
16,132,18,12.91,21.14,232.38,380.52,148.14,34,0.093150685,193.2352941,Healthy,MAINTAIN
16,126,16,16.11,25.77,257.76,412.32,154.56,23,0.063013699,253.9130435,Healthy,MAINTAIN
16,32,26,7.3,15.98,189.8,415.48,225.68,41,0.112328767,231.4634146,Healthy,MAINTAIN
16,141,25,9.25,16.74,231.25,418.5,187.25,40,0.109589041,228.125,Healthy,MAINTAIN
16,35,20,15.91,31.91,318.2,638.2,320,36,0.098630137,202.7777778,Healthy,MAINTAIN
16,128,23,11.97,25.45,275.31,585.35,310.04,44,0.120547945,190.7954545,Healthy,MAINTAIN
16,50,30,10.98,21.87,329.4,656.1,326.7,41,0.112328767,267.0731707,Healthy,MAINTAIN
16,129,22,11.98,24.3,263.56,534.6,271.04,40,0.109589041,200.75,Healthy,MAINTAIN
16,11,38,5.17,8.26,196.46,313.88,117.42,43,0.117808219,322.5581395,Healthy,MAINTAIN
16,155,17,18.12,24.68,308.04,419.56,111.52,52,0.142465753,119.3269231,Healthy,MAINTAIN
16,21,27,14.19,22.92,383.13,618.84,235.71,38,0.104109589,259.3421053,Healthy,MAINTAIN
16,70,7,34.98,55.51,244.86,388.57,143.71,28,0.076712329,91.25,Healthy,MAINTAIN
16,154,18,15.92,24.84,286.56,447.12,160.56,19,0.052054795,345.7894737,Healthy,MAINTAIN
16,84,22,7.56,15.84,166.32,348.48,182.16,40,0.109589041,200.75,Healthy,MAINTAIN
16,97,2,25.18,47.95,50.36,95.9,45.54,24,0.065753425,30.41666667,Healthy,MAINTAIN
16,165,24,5.26,7.42,126.24,178.08,51.84,48,0.131506849,182.5,Healthy,MAINTAIN
16,12,24,10.73,17.83,257.52,427.92,170.4,35,0.095890411,250.2857143,Healthy,MAINTAIN
16,107,28,9.09,16.73,254.52,468.44,213.92,34,0.093150685,300.5882353,Healthy,MAINTAIN
16,127,22,11.98,25,263.56,550,286.44,42,0.115068493,191.1904762,Healthy,MAINTAIN
16,135,5,32.24,51.38,161.2,256.9,95.7,19,0.052054795,96.05263158,Healthy,MAINTAIN
16,24,19,10.06,20.21,191.14,383.99,192.85,46,0.126027397,150.7608696,Healthy,MAINTAIN
16,152,16,14.95,29.56,239.2,472.96,233.76,25,0.068493151,233.6,Healthy,MAINTAIN
16,68,27,8.89,12.28,240.03,331.56,91.53,44,0.120547945,223.9772727,Healthy,MAINTAIN
16,44,40,6.33,11.57,253.2,462.8,209.6,39,0.106849315,374.3589744,Healthy,MAINTAIN
16,43,27,11.01,21.98,297.27,593.46,296.19,39,0.106849315,252.6923077,Healthy,MAINTAIN
16,143,24,2.96,6,71.04,144,72.96,49,0.134246575,178.7755102,Healthy,MAINTAIN
16,40,21,8.15,13.26,171.15,278.46,107.31,62,0.169863014,123.6290323,Healthy,MAINTAIN
16,167,23,9.38,20.16,215.74,463.68,247.94,41,0.112328767,204.7560976,Healthy,MAINTAIN
16,95,18,10.6,14.36,190.8,258.48,67.68,40,0.109589041,164.25,Healthy,MAINTAIN
16,122,22,9.82,21.52,216.04,473.44,257.4,58,0.15890411,138.4482759,Healthy,MAINTAIN
16,178,30,10.69,21.73,320.7,651.9,331.2,45,0.123287671,243.3333333,Healthy,MAINTAIN
16,18,32,7.69,13.26,246.08,424.32,178.24,69,0.189041096,169.2753623,Healthy,MAINTAIN
16,123,23,9.32,19.53,214.36,449.19,234.83,39,0.106849315,215.2564103,Healthy,MAINTAIN
16,38,26,7.61,14.31,197.86,372.06,174.2,58,0.15890411,163.6206897,Healthy,MAINTAIN
16,81,25,5.44,11.68,136,292,156,38,0.104109589,240.1315789,Healthy,MAINTAIN
16,159,33,1.52,2.28,50.16,75.24,25.08,56,0.153424658,215.0892857,Healthy,MAINTAIN
16,162,20,4.11,5.71,82.2,114.2,32,39,0.106849315,187.1794872,Healthy,MAINTAIN
16,175,23,6.53,9.47,150.19,217.81,67.62,44,0.120547945,190.7954545,Healthy,MAINTAIN
16,120,25,4.55,8.83,113.75,220.75,107,44,0.120547945,207.3863636,Healthy,MAINTAIN
16,28,38,7.65,12.09,290.7,459.42,168.72,32,0.087671233,433.4375,Healthy,MAINTAIN
16,13,13,20.21,30.71,262.73,399.23,136.5,42,0.115068493,112.9761905,Healthy,MAINTAIN
16,9,14,10.31,17.7,144.34,247.8,103.46,41,0.112328767,124.6341463,Healthy,MAINTAIN
16,139,31,6.09,11.45,188.79,354.95,166.16,68,0.18630137,166.3970588,Healthy,MAINTAIN
16,85,30,14.12,28.87,423.6,866.1,442.5,34,0.093150685,322.0588235,Healthy,MAINTAIN
16,124,33,4.81,9.52,158.73,314.16,155.43,40,0.109589041,301.125,Healthy,MAINTAIN
16,168,28,7.3,13.43,204.4,376.04,171.64,45,0.123287671,227.1111111,Healthy,MAINTAIN
16,2,26,8.36,15.54,217.36,404.04,186.68,36,0.098630137,263.6111111,Healthy,MAINTAIN
16,26,22,9.92,15.04,218.24,330.88,112.64,46,0.126027397,174.5652174,Healthy,MAINTAIN
16,39,28,6.93,11.19,194.04,313.32,119.28,22,0.060273973,464.5454545,Healthy,MAINTAIN
16,41,16,14.11,29.69,225.76,475.04,249.28,43,0.117808219,135.8139535,Healthy,MAINTAIN
16,148,16,14.53,21.76,232.48,348.16,115.68,42,0.115068493,139.047619,Healthy,MAINTAIN
16,3,30,7.93,11.1,237.9,333,95.1,33,0.090410959,331.8181818,Healthy,MAINTAIN
16,37,30,5.69,11.86,170.7,355.8,185.1,54,0.147945205,202.7777778,Healthy,MAINTAIN
16,153,8,29,49.49,232,395.92,163.92,25,0.068493151,116.8,Healthy,MAINTAIN
16,173,26,10.53,14.85,273.78,386.1,112.32,65,0.178082192,146,Healthy,MAINTAIN
16,172,14,12.47,26.43,174.58,370.02,195.44,53,0.145205479,96.41509434,Healthy,MAINTAIN
16,101,18,15.33,29.26,275.94,526.68,250.74,45,0.123287671,146,Healthy,MAINTAIN
16,99,21,5.28,8.59,110.88,180.39,69.51,59,0.161643836,129.9152542,Healthy,MAINTAIN
16,136,33,3.23,5.98,106.59,197.34,90.75,31,0.084931507,388.5483871,Healthy,MAINTAIN
16,93,26,6.21,9.24,161.46,240.24,78.78,50,0.136986301,189.8,Healthy,MAINTAIN
16,121,28,5.55,10.39,155.4,290.92,135.52,50,0.136986301,204.4,Healthy,MAINTAIN
16,156,29,6.12,8.87,177.48,257.23,79.75,45,0.123287671,235.2222222,Healthy,MAINTAIN
16,71,17,8.12,11.96,138.04,203.32,65.28,29,0.079452055,213.9655172,Healthy,MAINTAIN
16,5,19,21.51,29.41,408.69,558.79,150.1,30,0.082191781,231.1666667,Healthy,MAINTAIN
16,113,23,7.98,10.88,183.54,250.24,66.7,62,0.169863014,135.4032258,Healthy,MAINTAIN
16,161,15,22.15,41.86,332.25,627.9,295.65,24,0.065753425,228.125,Healthy,MAINTAIN
16,27,25,8.47,14.23,211.75,355.75,144,29,0.079452055,314.6551724,Healthy,MAINTAIN
16,146,22,8.47,18.37,186.34,404.14,217.8,38,0.104109589,211.3157895,Healthy,MAINTAIN
16,91,38,12.03,25.31,457.14,961.78,504.64,32,0.087671233,433.4375,Healthy,MAINTAIN
16,65,26,10.4,22.55,270.4,586.3,315.9,46,0.126027397,206.3043478,Healthy,MAINTAIN
16,111,29,5.01,10.77,145.29,312.33,167.04,43,0.117808219,246.1627907,Healthy,MAINTAIN
16,103,33,7.89,12.43,260.37,410.19,149.82,46,0.126027397,261.8478261,Healthy,MAINTAIN
16,176,21,14.4,27.97,302.4,587.37,284.97,32,0.087671233,239.53125,Healthy,MAINTAIN
16,10,26,3.15,5.03,81.9,130.78,48.88,32,0.087671233,296.5625,Healthy,MAINTAIN
16,67,36,3.14,5,113.04,180,66.96,61,0.167123288,215.4098361,Healthy,MAINTAIN
16,170,34,4.57,8.29,155.38,281.86,126.48,35,0.095890411,354.5714286,Healthy,MAINTAIN
16,105,25,8.65,18.24,216.25,456,239.75,29,0.079452055,314.6551724,Healthy,MAINTAIN
16,36,18,15.06,21.28,271.08,383.04,111.96,43,0.117808219,152.7906977,Healthy,MAINTAIN
17,110,29,5.63,7.72,163.27,223.88,60.61,38,0.104109589,278.5526316,Healthy,MAINTAIN
17,133,32,5.9,10.87,188.8,347.84,159.04,23,0.063013699,507.826087,Healthy,MAINTAIN
17,176,24,14.4,27.97,345.6,671.28,325.68,58,0.15890411,151.0344828,Healthy,MAINTAIN
17,180,29,6.63,13.5,192.27,391.5,199.23,57,0.156164384,185.7017544,Healthy,MAINTAIN
17,93,33,6.21,9.24,204.93,304.92,99.99,38,0.104109589,316.9736842,Healthy,MAINTAIN
17,66,21,8.66,13.54,181.86,284.34,102.48,61,0.167123288,125.6557377,Healthy,MAINTAIN
17,27,30,8.47,14.23,254.1,426.9,172.8,30,0.082191781,365,Healthy,MAINTAIN
17,15,0,6.69,12.49,0,0,0,60,0.164383562,0,Critical,REORDER
17,170,23,4.57,8.29,105.11,190.67,85.56,74,0.202739726,113.4459459,Healthy,MAINTAIN
17,58,30,7.54,12.92,226.2,387.6,161.4,50,0.136986301,219,Healthy,MAINTAIN
17,68,30,8.89,12.28,266.7,368.4,101.7,36,0.098630137,304.1666667,Healthy,MAINTAIN
17,43,15,11.01,21.98,165.15,329.7,164.55,32,0.087671233,171.09375,Healthy,MAINTAIN
17,107,32,9.09,16.73,290.88,535.36,244.48,38,0.104109589,307.3684211,Healthy,MAINTAIN
17,75,21,19.52,36.86,409.92,774.06,364.14,39,0.106849315,196.5384615,Healthy,MAINTAIN
17,47,22,9.47,15.31,208.34,336.82,128.48,34,0.093150685,236.1764706,Healthy,MAINTAIN
17,121,1,5.55,10.39,5.55,10.39,4.84,64,0.175342466,5.703125,Critical,REORDER
17,118,40,3.92,6.35,156.8,254,97.2,100,0.273972603,146,Healthy,MAINTAIN
17,17,31,6.49,12.54,201.19,388.74,187.55,51,0.139726027,221.8627451,Healthy,MAINTAIN
17,6,23,13.76,29.92,316.48,688.16,371.68,45,0.123287671,186.5555556,Healthy,MAINTAIN
17,76,26,4.17,7.53,108.42,195.78,87.36,51,0.139726027,186.0784314,Healthy,MAINTAIN
17,153,5,29,49.49,145,247.45,102.45,34,0.093150685,53.67647059,Healthy,MAINTAIN
17,36,19,15.06,21.28,286.14,404.32,118.18,47,0.128767123,147.5531915,Healthy,MAINTAIN
17,115,24,11.71,25.4,281.04,609.6,328.56,46,0.126027397,190.4347826,Healthy,MAINTAIN
17,138,21,16.43,29.47,345.03,618.87,273.84,38,0.104109589,201.7105263,Healthy,MAINTAIN
17,143,0,2.96,6,0,0,0,69,0.189041096,0,Critical,REORDER
17,141,30,9.25,16.74,277.5,502.2,224.7,57,0.156164384,192.1052632,Healthy,MAINTAIN
17,99,31,5.28,8.59,163.68,266.29,102.61,60,0.164383562,188.5833333,Healthy,MAINTAIN
17,135,4,32.24,51.38,128.96,205.52,76.56,30,0.082191781,48.66666667,Healthy,MAINTAIN
17,40,16,8.15,13.26,130.4,212.16,81.76,31,0.084931507,188.3870968,Healthy,MAINTAIN
17,130,4,75.11,142.89,300.44,571.56,271.12,24,0.065753425,60.83333333,Healthy,MAINTAIN
17,5,0,21.51,29.41,0,0,0,57,0.156164384,0,Critical,REORDER
17,126,15,16.11,25.77,241.65,386.55,144.9,39,0.106849315,140.3846154,Healthy,MAINTAIN
17,8,24,12.16,18.31,291.84,439.44,147.6,42,0.115068493,208.5714286,Healthy,MAINTAIN
17,101,0,15.33,29.26,0,0,0,34,0.093150685,0,Critical,REORDER
17,92,0,10.63,21.4,0,0,0,42,0.115068493,0,Critical,REORDER
17,32,32,7.3,15.98,233.6,511.36,277.76,55,0.150684932,212.3636364,Healthy,MAINTAIN
17,48,30,7.66,13.65,229.8,409.5,179.7,34,0.093150685,322.0588235,Healthy,MAINTAIN
17,160,32,5.14,8.83,164.48,282.56,118.08,33,0.090410959,353.9393939,Healthy,MAINTAIN
17,146,0,8.47,18.37,0,0,0,71,0.194520548,0,Critical,REORDER
17,25,1,13.55,19.31,13.55,19.31,5.76,41,0.112328767,8.902439024,Warning,MONITOR
17,19,0,8.96,12.36,0,0,0,47,0.128767123,0,Critical,REORDER
17,81,27,5.44,11.68,146.88,315.36,168.48,32,0.087671233,307.96875,Healthy,MAINTAIN
17,164,32,4.1,8.52,131.2,272.64,141.44,36,0.098630137,324.4444444,Healthy,MAINTAIN
17,2,27,8.36,15.54,225.72,419.58,193.86,64,0.175342466,153.984375,Healthy,MAINTAIN
17,111,0,5.01,10.77,0,0,0,56,0.153424658,0,Critical,REORDER
17,57,43,6.13,9.46,263.59,406.78,143.19,73,0.2,215,Healthy,MAINTAIN
17,91,23,12.03,25.31,276.69,582.13,305.44,23,0.063013699,365,Healthy,MAINTAIN
17,73,18,16.92,26.26,304.56,472.68,168.12,43,0.117808219,152.7906977,Healthy,MAINTAIN
17,84,0,7.56,15.84,0,0,0,54,0.147945205,0,Critical,REORDER
17,94,0,10.25,21.67,0,0,0,33,0.090410959,0,Critical,REORDER
17,162,37,4.11,5.71,152.07,211.27,59.2,69,0.189041096,195.7246377,Healthy,MAINTAIN
17,50,31,10.98,21.87,340.38,677.97,337.59,45,0.123287671,251.4444444,Healthy,MAINTAIN
17,166,26,11.64,22.07,302.64,573.82,271.18,37,0.101369863,256.4864865,Healthy,MAINTAIN
17,70,7,34.98,55.51,244.86,388.57,143.71,21,0.057534247,121.6666667,Healthy,MAINTAIN
17,119,29,10.15,21.78,294.35,631.62,337.27,58,0.15890411,182.5,Healthy,MAINTAIN
17,104,0,5.96,9.28,0,0,0,52,0.142465753,0,Critical,REORDER
17,106,0,10.89,20.54,0,0,0,52,0.142465753,0,Critical,REORDER
17,159,33,1.52,2.28,50.16,75.24,25.08,49,0.134246575,245.8163265,Healthy,MAINTAIN
17,137,40,6.96,10.15,278.4,406,127.6,61,0.167123288,239.3442623,Healthy,MAINTAIN
17,120,40,4.55,8.83,182,353.2,171.2,64,0.175342466,228.125,Healthy,MAINTAIN
17,9,34,10.31,17.7,350.54,601.8,251.26,52,0.142465753,238.6538462,Healthy,MAINTAIN
17,65,18,10.4,22.55,187.2,405.9,218.7,34,0.093150685,193.2352941,Healthy,MAINTAIN
17,145,0,5.84,8.01,0,0,0,44,0.120547945,0,Critical,REORDER
17,12,25,10.73,17.83,268.25,445.75,177.5,49,0.134246575,186.2244898,Healthy,MAINTAIN
17,42,11,19.03,33.33,209.33,366.63,157.3,22,0.060273973,182.5,Healthy,MAINTAIN
17,163,19,19.94,35.45,378.86,673.55,294.69,55,0.150684932,126.0909091,Healthy,MAINTAIN
17,62,23,7.16,11.72,164.68,269.56,104.88,54,0.147945205,155.462963,Healthy,MAINTAIN
17,45,17,8.85,15.88,150.45,269.96,119.51,40,0.109589041,155.125,Healthy,MAINTAIN
17,156,23,6.12,8.87,140.76,204.01,63.25,51,0.139726027,164.6078431,Healthy,MAINTAIN
17,16,22,9.59,14.34,210.98,315.48,104.5,33,0.090410959,243.3333333,Healthy,MAINTAIN
17,20,32,5.04,10.7,161.28,342.4,181.12,54,0.147945205,216.2962963,Healthy,MAINTAIN
17,125,22,16.37,27.1,360.14,596.2,236.06,39,0.106849315,205.8974359,Healthy,MAINTAIN
17,124,33,4.81,9.52,158.73,314.16,155.43,55,0.150684932,219,Healthy,MAINTAIN
17,82,16,21.17,31.05,338.72,496.8,158.08,31,0.084931507,188.3870968,Healthy,MAINTAIN
17,54,23,10.81,16.31,248.63,375.13,126.5,59,0.161643836,142.2881356,Healthy,MAINTAIN
17,39,32,6.93,11.19,221.76,358.08,136.32,48,0.131506849,243.3333333,Healthy,MAINTAIN
17,158,17,13.82,19.81,234.94,336.77,101.83,68,0.18630137,91.25,Healthy,MAINTAIN
17,173,16,10.53,14.85,168.48,237.6,69.12,52,0.142465753,112.3076923,Healthy,MAINTAIN
17,155,0,18.12,24.68,0,0,0,70,0.191780822,0,Critical,REORDER
17,152,22,14.95,29.56,328.9,650.32,321.42,31,0.084931507,259.0322581,Healthy,MAINTAIN
17,144,0,10,15.8,0,0,0,61,0.167123288,0,Critical,REORDER
17,33,32,6.22,8.43,199.04,269.76,70.72,54,0.147945205,216.2962963,Healthy,MAINTAIN
17,168,31,7.3,13.43,226.3,416.33,190.03,53,0.145205479,213.490566,Healthy,MAINTAIN
17,116,24,8.67,17.99,208.08,431.76,223.68,39,0.106849315,224.6153846,Healthy,MAINTAIN
17,4,27,7.93,16.54,214.11,446.58,232.47,65,0.178082192,151.6153846,Healthy,MAINTAIN
17,117,29,5.66,11.74,164.14,340.46,176.32,54,0.147945205,196.0185185,Healthy,MAINTAIN
17,79,41,3.85,7.31,157.85,299.71,141.86,64,0.175342466,233.828125,Healthy,MAINTAIN
17,72,25,10.65,18.81,266.25,470.25,204,40,0.109589041,228.125,Healthy,MAINTAIN
17,105,22,8.65,18.24,190.3,401.28,210.98,45,0.123287671,178.4444444,Healthy,MAINTAIN
17,7,30,6.97,10.49,209.1,314.7,105.6,46,0.126027397,238.0434783,Healthy,MAINTAIN
17,53,15,14.93,30.35,223.95,455.25,231.3,49,0.134246575,111.7346939,Healthy,MAINTAIN
17,56,16,15.38,32.48,246.08,519.68,273.6,15,0.04109589,389.3333333,Healthy,MAINTAIN
17,178,21,10.69,21.73,224.49,456.33,231.84,24,0.065753425,319.375,Healthy,MAINTAIN
17,136,23,3.23,5.98,74.29,137.54,63.25,35,0.095890411,239.8571429,Healthy,MAINTAIN
17,30,24,16.14,29.23,387.36,701.52,314.16,33,0.090410959,265.4545455,Healthy,MAINTAIN
17,179,0,5.72,11.37,0,0,0,46,0.126027397,0,Critical,REORDER
17,103,26,7.89,12.43,205.14,323.18,118.04,27,0.073972603,351.4814815,Healthy,MAINTAIN
17,86,31,4.59,8.36,142.29,259.16,116.87,21,0.057534247,538.8095238,Healthy,MAINTAIN
17,63,28,8.26,14.79,231.28,414.12,182.84,74,0.202739726,138.1081081,Healthy,MAINTAIN
17,24,23,10.06,20.21,231.38,464.83,233.45,24,0.065753425,349.7916667,Healthy,MAINTAIN
17,71,30,8.12,11.96,243.6,358.8,115.2,57,0.156164384,192.1052632,Healthy,MAINTAIN
17,148,18,14.53,21.76,261.54,391.68,130.14,34,0.093150685,193.2352941,Healthy,MAINTAIN
17,147,15,11.91,20.22,178.65,303.3,124.65,50,0.136986301,109.5,Healthy,MAINTAIN
17,171,25,8.3,17.99,207.5,449.75,242.25,56,0.153424658,162.9464286,Healthy,MAINTAIN
17,134,34,7.92,10.93,269.28,371.62,102.34,56,0.153424658,221.6071429,Healthy,MAINTAIN
17,108,14,20.07,35.5,280.98,497,216.02,34,0.093150685,150.2941176,Healthy,MAINTAIN
17,98,26,11.71,18.04,304.46,469.04,164.58,38,0.104109589,249.7368421,Healthy,MAINTAIN
17,177,26,14.8,29.23,384.8,759.98,375.18,39,0.106849315,243.3333333,Healthy,MAINTAIN
17,13,14,20.21,30.71,282.94,429.94,147,28,0.076712329,182.5,Healthy,MAINTAIN
17,96,28,6.09,9.05,170.52,253.4,82.88,38,0.104109589,268.9473684,Healthy,MAINTAIN
18,37,26,5.69,11.86,147.94,308.36,160.42,47,0.128767123,201.9148936,Healthy,MAINTAIN
18,58,21,7.54,12.92,158.34,271.32,112.98,24,0.065753425,319.375,Healthy,MAINTAIN
18,78,37,6.61,12.24,244.57,452.88,208.31,23,0.063013699,587.173913,Healthy,MAINTAIN
18,75,17,19.52,36.86,331.84,626.62,294.78,27,0.073972603,229.8148148,Healthy,MAINTAIN
18,131,17,15.25,32.12,259.25,546.04,286.79,30,0.082191781,206.8333333,Healthy,MAINTAIN
18,39,32,6.93,11.19,221.76,358.08,136.32,25,0.068493151,467.2,Healthy,MAINTAIN
18,72,17,10.65,18.81,181.05,319.77,138.72,38,0.104109589,163.2894737,Healthy,MAINTAIN
18,150,20,6.3,12.33,126,246.6,120.6,42,0.115068493,173.8095238,Healthy,MAINTAIN
18,151,19,4.51,9.75,85.69,185.25,99.56,20,0.054794521,346.75,Healthy,MAINTAIN
18,22,37,4.61,8.26,170.57,305.62,135.05,41,0.112328767,329.3902439,Healthy,MAINTAIN
18,121,30,5.55,10.39,166.5,311.7,145.2,53,0.145205479,206.6037736,Healthy,MAINTAIN
18,90,18,13.87,22.84,249.66,411.12,161.46,47,0.128767123,139.787234,Healthy,MAINTAIN
18,13,12,20.21,30.71,242.52,368.52,126,37,0.101369863,118.3783784,Healthy,MAINTAIN
18,154,15,15.92,24.84,238.8,372.6,133.8,23,0.063013699,238.0434783,Healthy,MAINTAIN
18,18,25,7.69,13.26,192.25,331.5,139.25,31,0.084931507,294.3548387,Healthy,MAINTAIN
18,113,26,7.98,10.88,207.48,282.88,75.4,27,0.073972603,351.4814815,Healthy,MAINTAIN
18,163,11,19.94,35.45,219.34,389.95,170.61,33,0.090410959,121.6666667,Healthy,MAINTAIN
18,170,35,4.57,8.29,159.95,290.15,130.2,48,0.131506849,266.1458333,Healthy,MAINTAIN
18,117,27,5.66,11.74,152.82,316.98,164.16,43,0.117808219,229.1860465,Healthy,MAINTAIN
18,115,28,11.71,25.4,327.88,711.2,383.32,23,0.063013699,444.3478261,Healthy,MAINTAIN
18,173,30,10.53,14.85,315.9,445.5,129.6,43,0.117808219,254.6511628,Healthy,MAINTAIN
18,119,14,10.15,21.78,142.1,304.92,162.82,54,0.147945205,94.62962963,Healthy,MAINTAIN
18,104,21,5.96,9.28,125.16,194.88,69.72,62,0.169863014,123.6290323,Healthy,MAINTAIN
18,179,35,5.72,11.37,200.2,397.95,197.75,36,0.098630137,354.8611111,Healthy,MAINTAIN
18,133,29,5.9,10.87,171.1,315.23,144.13,31,0.084931507,341.4516129,Healthy,MAINTAIN
18,66,25,8.66,13.54,216.5,338.5,122,21,0.057534247,434.5238095,Healthy,MAINTAIN
18,5,15,21.51,29.41,322.65,441.15,118.5,24,0.065753425,228.125,Healthy,MAINTAIN
18,84,25,7.56,15.84,189,396,207,23,0.063013699,396.7391304,Healthy,MAINTAIN
18,141,28,9.25,16.74,259,468.72,209.72,45,0.123287671,227.1111111,Healthy,MAINTAIN
18,34,28,12.63,25.8,353.64,722.4,368.76,17,0.046575342,601.1764706,Healthy,MAINTAIN
18,82,13,21.17,31.05,275.21,403.65,128.44,25,0.068493151,189.8,Healthy,MAINTAIN
18,79,42,3.85,7.31,161.7,307.02,145.32,35,0.095890411,438,Healthy,MAINTAIN
18,50,29,10.98,21.87,318.42,634.23,315.81,28,0.076712329,378.0357143,Healthy,MAINTAIN
18,48,23,7.66,13.65,176.18,313.95,137.77,25,0.068493151,335.8,Healthy,MAINTAIN
18,85,24,14.12,28.87,338.88,692.88,354,40,0.109589041,219,Healthy,MAINTAIN
18,53,18,14.93,30.35,268.74,546.3,277.56,40,0.109589041,164.25,Healthy,MAINTAIN
18,161,13,22.15,41.86,287.95,544.18,256.23,16,0.043835616,296.5625,Healthy,MAINTAIN
18,136,32,3.23,5.98,103.36,191.36,88,26,0.071232877,449.2307692,Healthy,MAINTAIN
18,59,35,10.62,14.4,371.7,504,132.3,36,0.098630137,354.8611111,Healthy,MAINTAIN
